City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Descriptions
311,Cayenne,GF,4.9333,-52.3333,84.24,1,75,14.97,broken clouds
312,Diffa,NE,13.3154,12.6113,84.61,13,100,8.34,overcast clouds
313,Iralaya,HN,15.0,-83.2333,82.9,60,86,13.49,overcast clouds
314,Pangoa,PE,-12.1167,-73.0,87.37,50,81,4.88,light rain
315,Rosarito,MX,32.3333,-117.0333,85.24,26,0,11.1,clear sky
316,Soligalich,RU,59.0778,42.2864,28.24,98,95,4.07,overcast clouds
317,Yokadouma,CM,3.5167,15.05,83.62,38,82,1.36,broken clouds
318,Beruwala,LK,6.4788,79.9828,80.44,79,100,4.25,overcast clouds
319,Deputatskiy,RU,69.3,139.9,-5.84,98,100,2.59,overcast clouds
320,Rognan,NO,67.0953,15.3878,44.89,92,100,9.51,moderate rain
321,Sapa,PH,5.1544,120.3241,79.77,81,94,0.74,overcast clouds
322,Kloulklubed,PW,7.0419,134.2556,81.77,76,95,10.49,overcast clouds
323,Coquimbo,CL,-29.9533,-71.3436,64.13,72,75,9.22,broken clouds
324,Nevel,RU,56.0209,29.9284,31.14,96,2,2.37,clear sky
325,Bambanglipuro,ID,-7.95,110.2833,77.0,89,99,1.21,overcast clouds
326,Quiindy,PY,-25.9667,-57.2667,93.22,43,49,12.03,scattered clouds
327,Semikarakorsk,RU,47.5194,40.8112,38.62,55,0,7.07,clear sky
328,Turbat,PK,26.0023,63.044,79.63,42,0,8.34,clear sky
329,Avera,US,33.194,-82.5271,72.91,97,100,14.32,overcast clouds
330,Boguchany,RU,58.3814,97.4531,7.32,98,100,4.03,overcast clouds
331,Kerema,PG,-7.9631,145.7785,76.8,86,95,5.48,moderate rain
332,Cherskiy,RU,68.75,161.3,-1.26,100,86,1.66,overcast clouds
333,Husavik,IS,66.0449,-17.3389,33.19,82,38,6.73,scattered clouds
334,Espanola,US,35.9911,-106.0806,40.71,27,5,4.85,clear sky
335,Panguipulli,CL,-39.6333,-72.3333,52.61,69,77,4.94,broken clouds
336,Virden,US,39.5009,-89.7679,53.71,82,92,12.33,overcast clouds
337,Jasper,US,37.2001,-94.3502,39.99,82,100,16.11,overcast clouds
338,Lewisporte,CA,49.2499,-55.0482,35.31,94,100,11.12,light snow
339,Cabedelo,BR,-6.9811,-34.8339,88.47,67,56,12.97,broken clouds
340,Conde,BR,-7.2597,-34.9075,87.26,62,40,13.8,scattered clouds
341,Ananas,HT,19.2466,-71.9557,91.2,29,2,2.75,clear sky
342,Lyskovo,RU,56.0328,45.0422,29.5,97,92,6.49,overcast clouds
343,Jacqueville,CI,5.2052,-4.4146,81.36,83,83,9.44,broken clouds
344,Yumen,CN,40.2833,97.2,44.53,38,100,9.86,overcast clouds
345,Talara,PE,-4.5772,-81.2719,86.76,48,0,16.11,clear sky
346,Dubna,RU,56.7333,37.1667,29.71,97,39,4.45,scattered clouds
347,Stromness,GB,58.965,-3.296,53.56,82,38,6.55,scattered clouds
348,Buala,SB,-8.145,159.5921,78.89,82,68,3.38,broken clouds
349,Mahibadhoo,MV,3.7833,72.9667,82.72,67,3,12.26,clear sky
350,Gushikawa,JP,26.3544,127.8686,65.43,74,99,14.54,overcast clouds
351,Srandakan,ID,-7.9386,110.2506,76.8,90,100,4.59,overcast clouds
352,Bilibino,RU,68.0546,166.4372,0.37,99,93,3.96,overcast clouds
353,Chimbote,PE,-9.0853,-78.5783,75.42,70,50,10.63,scattered clouds
354,Vao,NC,-22.6667,167.4833,76.89,67,67,14.23,broken clouds
355,Tauberbischofsheim,DE,49.6247,9.6628,60.51,52,0,0.29,clear sky
356,Kavaratti,IN,10.5669,72.642,83.14,67,22,3.29,few clouds
357,Shiyan,CN,32.6475,110.7781,49.17,92,0,2.35,clear sky
358,Morondava,MG,-20.2833,44.2833,81.64,75,10,1.16,clear sky
359,Ayr,GB,55.4627,-4.6339,58.89,58,0,5.75,clear sky
360,Bouna,CI,9.2667,-3.0,97.23,25,99,2.62,overcast clouds
361,Bonfim,BR,3.0833,-59.95,92.88,39,44,8.79,scattered clouds
362,Snezhnogorsk,RU,69.1933,33.2531,26.38,95,100,18.77,snow
363,Buraydah,SA,26.326,43.975,81.05,9,48,10.45,scattered clouds
364,Kaeo,NZ,-35.1,173.7833,63.32,92,30,9.71,scattered clouds
365,Tabuk,PH,17.4189,121.4443,73.83,93,68,2.51,broken clouds
366,Sarangani,PH,5.4033,125.4636,81.91,72,99,5.14,overcast clouds
367,Aswan,EG,24.0934,32.907,65.5,19,0,13.8,clear sky
368,Mangaluru,IN,12.8667,74.8833,76.06,83,75,6.91,light intensity drizzle
369,Yishui,CN,35.7847,118.6281,44.53,88,0,7.65,clear sky
370,Awbari,LY,26.5921,12.7805,60.48,26,0,13.6,clear sky
371,Acari,PE,-15.4311,-74.6158,81.81,55,45,11.88,scattered clouds
372,Basoko,CD,1.2391,23.616,73.83,70,42,4.03,scattered clouds
373,Valparaiso,CL,-33.0393,-71.6273,71.83,51,0,16.11,clear sky
374,Evanston,US,42.0411,-87.6901,57.36,95,99,2.91,overcast clouds
375,Bairiki,KI,1.3292,172.9752,80.6,78,40,10.36,scattered clouds
376,Luderitz,NA,-26.6481,15.1594,65.97,83,0,11.9,clear sky
377,Manokwari,ID,-0.8667,134.0833,78.51,82,100,1.83,overcast clouds
378,Copiapo,CL,-27.3667,-70.3333,64.09,34,1,9.13,clear sky
379,Nicoya,CR,10.1483,-85.452,96.62,35,97,6.17,overcast clouds
380,Lata,PT,40.1629,-8.3327,61.07,71,100,12.82,overcast clouds
381,Ossora,RU,59.2353,163.0719,18.97,94,100,4.34,light snow
382,Yeppoon,AU,-23.1333,150.7333,65.98,78,0,1.83,clear sky
383,Maun,BW,-19.9833,23.4167,74.01,50,52,5.53,broken clouds
384,Safford,US,32.834,-109.7076,58.12,19,3,5.44,clear sky
385,Zhongshu,CN,24.5167,103.7667,55.06,97,100,2.98,overcast clouds
386,Oussouye,SN,12.485,-16.5469,89.78,52,8,16.49,clear sky
387,Kankon,IN,15.0167,74.0167,82.2,81,60,2.17,broken clouds
388,Korla,CN,41.7597,86.1469,50.86,34,100,7.87,overcast clouds
389,Mankono,CI,8.0586,-6.1897,92.84,35,97,8.93,overcast clouds
390,Lucapa,AO,-8.4192,20.7447,66.88,92,79,3.89,broken clouds
391,Miyazu,JP,35.5333,135.1833,40.24,92,93,2.48,overcast clouds
392,Shirokiy,RU,49.758,129.523,14.27,95,100,2.57,light snow
393,Seoul,KR,37.5683,126.9778,42.4,63,0,5.75,clear sky
394,Tadine,NC,-21.55,167.8833,75.52,75,100,10.07,overcast clouds
395,Markova,UA,48.6758,24.4138,41.86,67,5,5.28,clear sky
396,Quimper,FR,48.0,-4.1,55.98,54,0,5.75,clear sky
397,Praia,CV,14.9215,-23.5087,75.74,57,20,25.32,few clouds
398,Monrovia,LR,6.3005,-10.7969,82.76,74,94,8.23,overcast clouds
399,Buarcos,PT,40.166,-8.8768,61.14,76,100,15.35,light rain
400,Krasnik,PL,50.9236,22.2271,55.27,43,0,5.61,clear sky
401,Kamaishi,JP,39.2667,141.8833,38.98,78,100,7.23,overcast clouds
402,Sandpoint,US,48.2766,-116.5533,50.85,80,100,5.01,overcast clouds
403,Ilulissat,GL,69.2167,-51.1,-0.17,89,30,4.81,scattered clouds
404,Waddan,LY,29.1614,16.139,56.28,33,0,9.24,clear sky
405,Necochea,AR,-38.5473,-58.7368,80.78,42,50,8.25,scattered clouds
406,Smithers,CA,54.7804,-127.1743,37.72,81,40,2.3,scattered clouds
407,Laborie,LC,13.75,-60.9833,83.86,61,20,25.32,few clouds
408,Natal,BR,-5.795,-35.2094,89.82,66,40,13.8,scattered clouds
409,Usinsk,RU,65.9939,57.5281,17.78,89,95,22.66,overcast clouds
410,Tsimlyansk,RU,47.6461,42.1019,38.7,54,0,7.45,clear sky
411,Kahului,US,20.8947,-156.47,71.96,85,97,15.43,overcast clouds
412,Kawambwa,ZM,-9.7915,29.0791,64.67,95,96,2.98,moderate rain
413,Senno,RU,59.5336,33.9167,24.26,99,50,2.71,scattered clouds
414,Iturama,BR,-19.7281,-50.1956,86.52,47,28,11.32,scattered clouds
415,Gander,CA,48.9682,-54.5906,33.93,80,100,21.85,mist
416,Payakumbuh,ID,-0.2202,100.6308,68.77,79,8,3.36,clear sky
417,Mecca,SA,21.4267,39.8261,72.82,50,2,10.47,clear sky
418,Kailua,US,21.4022,-157.7394,75.74,79,93,7.0,overcast clouds
419,Pangnirtung,CA,66.1451,-65.7125,-7.6,77,100,3.44,overcast clouds
420,Hernani,ES,43.2662,-1.9762,59.41,58,0,5.75,clear sky
421,Wilkes-Barre,US,41.2459,-75.8813,50.07,37,100,5.99,overcast clouds
422,Valente,BR,-11.4122,-39.4619,83.5,55,92,9.69,overcast clouds
423,Bend,US,44.0582,-121.3153,63.0,58,0,11.5,clear sky
424,Inirida,CO,3.8653,-67.9239,91.65,51,39,1.74,scattered clouds
425,Atbasar,KZ,51.8,68.3333,27.72,89,99,16.02,overcast clouds
426,Caluquembe,AO,-13.7833,14.6833,60.75,97,45,4.76,light rain
427,Sinamar,PH,16.9,121.5667,74.55,93,100,3.47,overcast clouds
428,Whitehorse,CA,60.7161,-135.0538,34.11,74,75,18.41,broken clouds
429,Mozarlandia,BR,-14.7447,-50.5706,87.96,57,31,6.22,scattered clouds
430,Lautaro,CL,-38.5167,-72.45,57.18,42,59,11.41,broken clouds
431,Bose,IT,45.4612,8.0137,60.39,31,0,3.09,clear sky
432,Ozinki,RU,51.1786,49.6769,32.92,97,100,7.56,overcast clouds
433,Mabaruma,GY,8.2,-59.7833,83.91,62,81,8.14,broken clouds
434,Raudeberg,NO,61.9875,5.1352,48.87,56,97,22.68,overcast clouds
435,Westport,US,41.1415,-73.3579,49.44,49,98,5.01,overcast clouds
436,Laizhou,CN,37.1717,119.9214,47.21,69,0,9.1,clear sky
437,Malanje,AO,-9.5402,16.341,65.01,91,95,0.54,overcast clouds
438,Tiarei,PF,-17.5333,-149.3333,80.62,74,81,12.1,broken clouds
439,Ares,BR,-6.1944,-35.1603,89.69,63,78,12.55,broken clouds
440,Ulaanbaatar,MN,47.9077,106.8832,32.13,32,75,8.95,broken clouds
441,Akyab,MM,20.15,92.9,78.03,82,63,6.24,broken clouds
442,Taltal,CL,-25.4,-70.4833,68.9,69,7,8.84,clear sky
443,Sorong,ID,-0.8833,131.25,77.9,87,100,8.08,overcast clouds
444,Ancud,CL,-41.8697,-73.8203,50.23,60,74,14.65,broken clouds
445,Pangody,RU,65.85,74.4859,15.12,95,98,13.0,overcast clouds
446,Ahipara,NZ,-35.1667,173.1667,65.53,86,29,13.58,scattered clouds
447,Conakry,GN,9.538,-13.6773,87.87,48,28,11.5,haze
448,Carballo,ES,43.213,-8.691,60.42,83,78,3.67,broken clouds
449,Menongue,AO,-14.6585,17.691,64.92,91,90,3.13,light rain
450,Perevolotskiy,RU,51.8763,54.1938,30.92,97,100,7.63,overcast clouds
451,Ipanguacu,BR,-5.4983,-36.855,87.44,59,98,13.33,overcast clouds
452,Sinnamary,GF,5.3833,-52.95,76.33,93,100,8.46,overcast clouds
453,Suicheng,CN,33.8963,117.9331,44.38,92,0,6.8,clear sky
454,Ust-Maya,RU,60.4167,134.5333,-15.75,100,48,0.72,scattered clouds
455,Bafra,TR,41.5678,35.9069,38.41,84,85,5.21,overcast clouds
456,Pilar,BR,-9.5972,-35.9567,76.93,68,74,10.38,broken clouds
457,Shumerlya,RU,55.5005,46.4129,34.65,88,100,6.89,overcast clouds
458,Gwadar,PK,25.1216,62.3254,76.5,74,0,7.31,clear sky
459,Matamoros,MX,25.5333,-103.25,62.31,22,0,6.04,clear sky
460,Beringovskiy,RU,63.05,179.3167,8.65,97,97,1.86,overcast clouds
461,Buchanan,LR,5.8808,-10.0467,82.58,74,98,7.49,overcast clouds
462,Flagstaff,US,35.1981,-111.6513,52.59,21,8,1.99,clear sky
463,Lopsmarka,NO,67.3134,14.4493,44.62,93,75,35.68,moderate rain
464,Svetlyy,RU,54.675,20.1347,37.45,78,1,6.35,clear sky
465,Linxia,CN,35.6003,103.2064,50.52,53,99,2.17,overcast clouds
466,Bolgatanga,GH,10.7856,-0.8514,100.45,19,100,0.49,overcast clouds
467,Ziyang,CN,29.2497,117.8547,46.83,94,49,3.42,scattered clouds
468,Jumla,NP,29.2747,82.1838,45.48,52,17,5.17,few clouds
469,Alenquer,BR,-1.9417,-54.7383,87.13,62,37,3.62,scattered clouds
470,Ixtapa,MX,20.7,-105.2,88.16,13,28,7.05,scattered clouds
471,Asosa,ET,10.0667,34.5333,76.96,16,59,3.69,broken clouds
472,Kenai,US,60.5544,-151.2583,30.15,62,100,8.61,overcast clouds
473,Xining,CN,36.6167,101.7667,47.41,30,100,2.28,overcast clouds
474,Ulvik,NO,60.5672,6.9187,39.67,83,50,1.39,scattered clouds
475,Irtyshskiy,RU,58.3333,68.1333,22.57,90,71,9.26,broken clouds
476,Ostrovnoy,RU,68.0531,39.5131,23.88,96,100,5.46,snow
477,Coihaique,CL,-45.5752,-72.0662,52.41,76,75,5.75,broken clouds
478,Maldonado,UY,-34.6667,-54.9167,78.19,49,58,10.63,broken clouds
479,Escarcega,MX,18.6089,-90.7454,89.64,47,25,4.56,scattered clouds
480,Haimen,CN,23.1935,116.6142,58.89,85,100,18.77,overcast clouds
481,Upernavik,GL,72.7868,-56.1549,-2.83,92,95,3.02,overcast clouds
482,Dunedin,NZ,-45.8742,170.5036,58.78,89,23,5.48,few clouds
483,Kartuzy,PL,54.3342,18.1974,41.77,68,0,4.61,clear sky
484,Okhotsk,RU,59.3833,143.3,8.56,97,99,3.18,overcast clouds
485,Pedernales,DO,18.0384,-71.744,86.85,52,14,15.19,few clouds
486,Shagonar,RU,51.5333,92.8,6.17,82,94,1.45,overcast clouds
487,Kouqian,CN,43.6391,126.4578,33.37,98,97,3.53,light snow
488,Doha,QA,25.2867,51.5333,76.98,57,20,4.61,few clouds
489,Algeciras,ES,36.1333,-5.4505,60.48,88,100,23.02,haze
490,Champerico,GT,14.3,-91.9167,91.94,55,9,13.15,clear sky
491,Demirci,TR,39.0461,28.6589,30.63,89,62,7.45,broken clouds
492,Sobolevo,RU,54.4299,31.8996,30.58,99,94,4.68,overcast clouds
493,Coahuayana,MX,18.7333,-103.6833,88.81,27,25,7.31,scattered clouds
494,Khislavichi,RU,54.1871,32.1582,28.83,99,83,4.09,broken clouds
495,Ihosy,MG,-22.4,46.1167,68.05,93,67,7.34,broken clouds
496,Viedma,AR,-40.8135,-62.9967,70.97,31,97,11.65,overcast clouds
497,Noyabrsk,RU,63.1994,75.4507,10.72,95,79,10.09,broken clouds
498,Yakeshi,CN,49.2833,120.7333,2.44,99,87,2.95,overcast clouds
499,Akhalgori,GE,42.126,44.4833,27.23,96,95,5.53,overcast clouds
500,Diamantino,BR,-14.4086,-56.4461,88.5,57,14,8.63,few clouds
501,Bonthe,SL,7.5264,-12.505,82.08,75,93,11.56,overcast clouds
502,Gombong,ID,-7.6072,109.5142,76.73,93,98,1.74,overcast clouds
503,Kaitangata,NZ,-46.2817,169.8464,56.66,92,36,5.1,scattered clouds
504,Chumphon,TH,10.3333,98.8333,70.93,97,42,0.96,scattered clouds
505,Narrabri,AU,-30.3167,149.7833,71.69,64,75,3.44,broken clouds
506,Jinchang,CN,38.4953,102.1739,50.59,25,95,7.92,overcast clouds
507,Baracoa,CU,20.3467,-74.4958,83.57,60,18,8.52,few clouds
508,Salalah,OM,17.0151,54.0924,75.69,59,3,2.24,clear sky
509,Namatanai,PG,-3.6667,152.4333,79.3,80,100,5.91,overcast clouds
510,Yibin,CN,28.7667,104.6238,63.32,71,70,1.68,broken clouds
511,Kitami,JP,43.8031,143.8908,33.12,89,100,3.47,light snow
512,Urumqi,CN,43.801,87.6005,27.55,100,100,2.24,mist
513,Plouzane,FR,48.3833,-4.6167,61.12,66,0,9.22,clear sky
514,Almaznyy,RU,48.0448,40.045,37.78,50,0,4.38,clear sky
515,Hailar,CN,49.2,119.7,3.63,93,15,5.82,few clouds
516,Kalmunai,LK,7.4167,81.8167,78.35,85,8,8.39,clear sky
517,Alice,US,27.7523,-98.0697,71.17,21,0,7.85,clear sky
518,Chara,RU,56.9064,118.2631,3.24,80,97,1.9,overcast clouds
519,Mungaa,TZ,-4.9667,34.8833,61.36,85,46,4.23,scattered clouds
520,Labuhan,ID,-6.8844,112.2051,79.48,86,91,6.62,overcast clouds
521,Kapoeta,SS,4.7717,33.5903,81.41,46,77,5.1,broken clouds
522,Scottsbluff,US,41.8666,-103.6672,49.28,20,0,8.01,clear sky
523,Saint-Augustin,CA,51.226,-58.6502,33.8,79,99,26.8,overcast clouds
524,Yatou,CN,37.15,122.3833,43.93,92,0,10.96,clear sky
525,Inuvik,CA,68.3499,-133.7218,-12.24,70,100,10.36,overcast clouds
526,Kisangani,CD,0.5167,25.2,75.99,75,44,0.74,scattered clouds
527,Kendari,ID,-3.945,122.4989,75.0,93,100,5.44,overcast clouds
528,Zhangye,CN,38.9342,100.4517,53.55,22,98,7.47,overcast clouds
529,Zapolyarnyy,RU,69.4154,30.8136,25.88,96,100,18.97,light snow
530,Ilam,NP,26.9167,87.9167,64.87,46,12,7.31,few clouds
531,Codrington,AU,-38.2667,141.9667,56.98,63,54,4.18,broken clouds
532,Vila,PT,42.0304,-8.1588,54.48,59,89,9.55,overcast clouds
533,Lensk,RU,60.7253,114.9278,3.92,99,98,3.33,overcast clouds
534,Toamasina,MG,-18.1667,49.3833,78.8,89,40,6.91,scattered clouds
535,Kieta,PG,-6.2167,155.6333,77.59,84,57,1.23,light rain
536,Sangar,RU,63.9242,127.4739,5.09,91,99,6.93,overcast clouds
537,Blagoveshchenka,RU,52.8333,79.8667,24.89,93,100,19.95,light snow
538,Esso,RU,55.9333,158.7,4.05,95,94,4.79,overcast clouds
539,Pisco,PE,-13.7,-76.2167,73.45,64,0,8.05,clear sky
540,Qaqortoq,GL,60.7167,-46.0333,30.72,63,100,1.88,overcast clouds
541,Tonj,SS,7.2737,28.6822,91.31,31,61,5.73,broken clouds
542,Havoysund,NO,70.9963,24.6622,28.63,90,100,22.86,light snow
543,Maragogi,BR,-9.0122,-35.2225,82.36,73,67,10.49,light rain
544,Xinqing,CN,48.2333,129.5,15.96,98,100,0.72,overcast clouds
545,Zhengjiatun,CN,43.5064,123.5064,32.7,90,6,6.4,clear sky
546,Lagoa,PT,39.05,-27.9833,60.08,69,93,8.68,overcast clouds
547,Jackson,US,42.4165,-122.8345,64.15,74,43,1.99,scattered clouds
548,Petukhovo,RU,55.0692,67.9019,25.93,92,70,13.56,broken clouds
549,Carutapera,BR,-1.195,-46.02,82.67,77,55,6.93,broken clouds
550,Cap-Aux-Meules,CA,47.3821,-61.8597,33.85,69,20,31.07,few clouds
551,Letenye,HU,46.433,16.7258,58.66,19,0,2.04,clear sky
552,Carrickfergus,GB,54.7158,-5.8058,57.96,60,20,9.22,few clouds
553,Cubuk,TR,40.2386,33.0322,35.76,69,75,6.91,broken clouds
554,Urengoy,RU,65.9667,78.3667,3.07,98,72,10.07,broken clouds
555,Nioro,GM,13.35,-15.75,99.55,13,5,12.06,clear sky
556,Praya,CV,14.9215,-23.5087,75.74,57,20,25.32,few clouds
557,Igrim,RU,63.1906,64.4162,17.11,90,74,7.02,broken clouds
558,Bajil,YE,15.0584,43.2851,82.9,63,20,8.88,few clouds
559,Baculin,PH,7.4525,126.5842,76.77,83,93,6.98,moderate rain
560,Yei,SS,4.095,30.6779,72.81,74,79,4.68,broken clouds
561,Stephenville,US,32.2207,-98.2023,60.75,25,0,19.57,clear sky
562,Herat,AF,34.5,62.0,42.98,64,0,13.0,clear sky
563,Kurumkan,RU,54.3,110.3,14.56,86,94,3.6,overcast clouds
564,Acara,BR,-1.9608,-48.1967,81.41,92,77,2.55,heavy intensity rain
565,Dvinskoy,RU,62.1535,45.1175,33.39,96,89,4.94,overcast clouds
566,Leshukonskoye,RU,64.8989,45.7622,22.24,94,85,3.33,overcast clouds
567,Severnyy,RU,50.677,36.5532,44.64,65,100,0.0,overcast clouds
568,Clawson,US,42.5334,-83.1463,47.39,82,100,13.8,overcast clouds
569,Ulcinj,ME,41.9294,19.2244,64.62,58,0,4.63,clear sky
570,Bandarbeyla,SO,9.4942,50.8122,77.79,77,2,7.4,clear sky
571,Copala,MX,16.65,-98.9833,86.29,42,2,7.92,clear sky
572,Willmar,US,45.1219,-95.0433,37.35,81,100,17.27,overcast clouds
573,Forio,IT,40.7342,13.8646,59.29,56,0,13.0,clear sky
574,Manta,EC,-0.95,-80.7333,80.38,83,100,0.0,overcast clouds
575,Vagur,FO,61.4732,-6.8119,46.94,93,98,18.79,overcast clouds
576,Manzhouli,CN,49.6,117.4333,12.49,82,7,3.51,clear sky
577,Mackenzie,CA,55.2999,-123.1698,39.42,65,75,11.5,broken clouds
578,Arteaga,MX,18.4667,-102.4167,84.24,20,20,4.88,few clouds
579,Huarmey,PE,-10.0681,-78.1522,75.99,72,49,12.21,scattered clouds
580,Khandyga,RU,62.6667,135.6,-14.85,100,97,1.95,overcast clouds
581,Angoche,MZ,-16.2325,39.9086,77.4,91,21,8.77,few clouds
582,Hayden,US,47.766,-116.7866,53.55,63,48,1.12,scattered clouds
583,Katangli,RU,51.7102,143.2326,12.79,91,11,8.03,few clouds
584,Ngorongoro,TZ,-3.2397,35.4875,56.23,67,72,2.71,broken clouds
585,Saint-Georges,GD,12.0564,-61.7485,83.88,65,75,23.02,broken clouds
586,Banjar,ID,-8.19,114.9675,78.82,92,100,2.64,overcast clouds
587,Dunyapur,PK,29.7995,71.7196,75.13,33,0,3.67,clear sky
588,Ashland,US,40.8167,-82.2665,60.28,82,100,14.12,overcast clouds
589,Tabou,CI,4.423,-7.3528,82.31,77,99,6.82,overcast clouds
590,Axim,GH,4.8699,-2.2405,83.08,77,100,8.37,overcast clouds
591,Pinawa,CA,50.1489,-95.8811,36.73,77,98,10.0,overcast clouds
592,Bima,ID,-8.4667,118.7167,75.58,95,100,1.63,overcast clouds
593,Ugoofaaru,MV,5.6667,73.0,82.9,64,12,9.04,few clouds
594,Paamiut,GL,61.994,-49.6678,22.17,84,28,12.88,scattered clouds
595,Sabang,ID,5.8933,95.3214,82.24,75,94,9.06,overcast clouds
596,Palu,ID,-0.8917,119.8707,75.2,89,100,4.99,overcast clouds
597,Ostersund,SE,63.1792,14.6357,41.45,70,20,13.8,few clouds
598,Pacifica,US,37.6138,-122.4869,69.44,86,100,8.05,mist
599,Sawakin,SD,19.1059,37.3321,73.02,69,11,13.98,few clouds
600,Roatan,HN,16.3244,-86.5366,85.28,70,0,17.27,clear sky
601,Cassilandia,BR,-19.1133,-51.7342,88.03,45,49,5.95,scattered clouds
602,Unguia,CO,8.0434,-77.0945,86.02,67,90,5.1,overcast clouds
603,Udachnyy,RU,66.4167,112.4,-17.48,100,86,2.55,overcast clouds
604,Weinan,CN,34.5036,109.5089,52.07,63,2,3.44,clear sky
605,Iqaluit,CA,63.7506,-68.5145,-0.67,78,100,0.0,overcast clouds
606,College,US,64.8569,-147.8028,6.21,62,80,7.09,broken clouds
607,Terney,RU,45.0503,136.6092,29.19,84,85,4.7,overcast clouds
608,Bafoulabe,ML,13.8065,-10.8321,104.49,10,8,3.33,clear sky
609,Turnov,CZ,50.5836,15.1519,55.26,46,0,4.14,clear sky
610,Nabire,ID,-3.3667,135.4833,75.67,91,100,3.51,overcast clouds
611,Kalaleh,IR,37.3807,55.4916,44.2,87,75,4.61,broken clouds
612,Storforshei,NO,66.4043,14.5233,40.78,93,75,6.91,moderate rain
613,Shingu,JP,33.7333,135.9833,45.34,89,85,5.77,overcast clouds
614,Tahoua,NE,14.8888,5.2692,90.27,10,57,5.61,broken clouds
615,Veraval,IN,20.9,70.3667,80.8,42,92,18.95,overcast clouds
616,Nalut,LY,30.3333,10.85,58.86,32,9,10.31,clear sky
617,Kigorobya,UG,1.6162,31.3089,70.93,76,59,8.97,light rain
618,Meiganga,CM,6.5167,14.3,80.82,18,100,4.05,overcast clouds
619,Shimoda,JP,34.6667,138.95,41.11,87,100,4.83,light rain
620,Hualmay,PE,-11.0964,-77.6139,75.11,72,36,10.33,scattered clouds
621,Montepuez,MZ,-13.1256,38.9997,70.41,94,29,2.77,scattered clouds
622,Campana,AR,-34.1687,-58.9591,78.91,76,100,7.18,overcast clouds
623,Pouembout,NC,-21.1333,164.9,75.0,88,100,4.38,overcast clouds
City Name,City,City,City,City,City,City,City,City,City
